Movie ID,Genre IDs,Popularity
115223,"[16, 10751, 12, 18, 14]",17.764
18828,"[12, 18, 28, 35, 10749]",17.764
12154,[35],17.764
35813,"[27, 9648, 53, 80]",17.762
24150,[27],17.762
20875,[35],17.759
599521,"[14, 10749, 10770]",17.758
10911,"[10752, 12, 53, 28]",17.758
11286,"[28, 35, 10751]",17.757
18773,"[27, 9648, 53]",17.756
6418,"[18, 10749]",17.753
72358,"[18, 35]",17.752
912598,"[16, 12, 878, 14]",17.751
197158,"[18, 27, 14, 35]",116.853
820530,"[16, 18, 35, 10749]",116.347
630,"[12, 14, 10751]",116.269
1160018,"[28, 80, 53, 18]",115.581
840705,"[9648, 27, 53]",115.572
121,"[12, 14, 28]",115.404
537915,"[10749, 18]",115.267
2062,"[16, 35, 10751, 14]",115.158
14324,"[12, 28, 35, 10749]",115.115
10719,"[35, 10751, 14]",114.815
419430,"[9648, 53, 27]",114.429
118,"[12, 35, 10751, 14]",114.36
299534,"[12, 878, 28]",114.04
269149,"[16, 12, 10751, 35]",113.681
1032823,"[53, 80]",113.658
588555,"[16, 18, 14]",113.548
575264,"[28, 12]",113.503
91314,"[878, 28, 12]",113.293
1239511,"[18, 53, 80]",112.57
843527,"[10749, 18, 35]",112.521
10529,"[878, 28]",29.442
11621,"[10751, 35, 16, 12]",29.437
53932,[18],29.416
11560,"[18, 9648, 53, 80]",29.414
716808,[35],29.411
1026227,"[18, 35, 10752]",29.393
1228246,"[27, 9648]",29.39
756397,"[16, 35, 12, 10751]",29.39
945729,"[9648, 53, 80]",29.381
539681,"[16, 28, 10751, 35, 878]",29.381
727745,"[10749, 35]",29.371
567189,"[28, 53, 10752]",29.369
256040,"[28, 12, 14, 18]",29.328
1017066,"[18, 10749]",29.327
408349,"[10749, 18]",29.326
193610,"[35, 10749]",29.322
50839,"[53, 18]",29.322
1361221,"[10770, 35, 10749]",29.32
13192,"[14, 10402]",29.31
511987,"[27, 53]",29.292
42994,"[14, 16, 878]",25.245
549294,"[18, 27, 878, 53]",25.242
1074034,"[10752, 28, 53]",25.239
400650,"[14, 10751, 35]",25.236
434555,"[27, 18]",25.226
1032372,"[53, 27]",25.225
629028,"[35, 28, 53]",25.225
64527,"[18, 80, 10749]",25.22
2976,"[35, 10749, 18]",25.22
84308,[18],25.217
1206617,"[35, 18, 10751]",25.212
1155281,"[28, 14, 10752, 12]",25.207
15739,"[35, 18, 10751]",25.203
11806,"[10751, 35]",25.194
1148817,"[80, 27, 18, 9648, 53]",25.19
11615,"[18, 53, 80]",25.19
525657,"[28, 53]",25.188
2666,"[9648, 878]",25.188
189349,"[16, 28]",25.185
3482,"[10752, 53]",25.182
24248,"[36, 18, 12]",19.08
776835,"[16, 12, 10751, 14, 35]",19.078
12122,"[53, 27, 878]",19.078
960139,"[18, 35, 14]",19.073
104859,[35],19.071
146198,"[28, 80, 12, 53]",19.067
877183,"[16, 35, 14]",19.066
664341,[53],19.066
9560,"[18, 10749]",19.066
2614,"[28, 35, 878]",19.065
178,[28],19.064
393519,"[18, 27]",19.061
19904,"[27, 53]",19.061
8944,"[35, 18]",19.06
604872,"[28, 12]",19.059
1059811,"[10402, 35, 18]",19.058
1178329,"[35, 27, 10749]",19.054
456931,"[18, 14, 27, 10749]",19.054
241254,"[53, 28]",19.052
11649,"[28, 14, 878, 12, 53]",19.045
24248,"[36, 18, 12]",19.08
776835,"[16, 12, 10751, 14, 35]",19.078
12122,"[53, 27, 878]",19.078
960139,"[18, 35, 14]",19.073
104859,[35],19.071
146198,"[28, 80, 12, 53]",19.067
877183,"[16, 35, 14]",19.066
664341,[53],19.066
9560,"[18, 10749]",19.066
2614,"[28, 35, 878]",19.065
178,[28],19.064
393519,"[18, 27]",19.061
19904,"[27, 53]",19.061
8944,"[35, 18]",19.06
604872,"[28, 12]",19.059
1059811,"[10402, 35, 18]",19.058
1178329,"[35, 27, 10749]",19.054
456931,"[18, 14, 27, 10749]",19.054
241254,"[53, 28]",19.052
11649,"[28, 14, 878, 12, 53]",19.045
36492,"[18, 10749]",15.918
352492,"[10402, 18]",15.915
1061656,[27],15.914
267806,"[27, 53]",15.914
556509,"[27, 9648, 53, 80]",15.912
114372,"[28, 16]",15.911
127521,"[53, 28, 80]",15.909
14979,"[28, 53, 80]",15.907
17993,[10749],15.906
14695,"[80, 18]",15.903
1100795,"[35, 80, 9648, 10770]",15.901
1231953,"[35, 10749]",15.896
13074,[18],15.896
9085,"[35, 80, 18]",15.896
11980,"[27, 14, 53]",15.892
162215,"[18, 28, 53, 10752]",15.891
28874,"[16, 878]",15.89
11905,"[27, 14]",15.89
774370,"[10751, 16, 35]",15.889
28110,"[28, 80, 18]",15.889
23629,"[28, 14, 53]",27.534
10068,"[10749, 18]",27.533
76,"[18, 10749]",27.533
11978,[18],27.532
327317,[18],27.53
1380919,[10749],27.525
1127227,"[18, 10749]",27.516
796185,"[12, 28, 18, 36]",27.514
1323784,"[18, 53, 10749]",27.511
451,"[18, 10749]",27.511
1542,[35],27.506
508586,[10749],27.5
323675,"[28, 35]",27.496
833339,"[27, 53, 18]",27.492
365942,"[10749, 12, 878, 18]",27.489
9986,"[35, 10751, 14]",27.489
168672,"[18, 80]",27.485
43417,[37],27.479
24402,"[18, 10749]",27.47
1027535,"[27, 35]",27.46
41439,"[27, 80]",29.823
835767,"[37, 28]",29.816
625568,"[28, 53, 27]",29.809
18947,"[18, 35]",29.806
348678,"[35, 18]",29.802
499932,"[80, 18, 53]",29.789
1308623,"[35, 16, 36, 878]",29.787
1226141,"[18, 10751]",29.785
1158915,"[35, 18]",29.782
976912,[53],29.774
113082,"[16, 28, 12, 14]",29.77
336882,"[28, 53, 18]",29.765
11230,"[28, 35]",29.755
283445,[27],29.751
60898,"[14, 18, 27]",29.749
920081,"[28, 27, 878]",29.734
457136,"[18, 36]",29.726
568,"[18, 36]",29.718
213,"[53, 12]",29.717
431693,"[16, 28, 12, 35, 10751]",29.706
17336,"[28, 80, 10749]",27.606
9598,"[14, 18, 35, 10751]",27.603
1268,"[10751, 35]",27.599
8619,"[12, 18, 10752]",27.597
1035982,"[27, 9648]",27.596
9426,"[27, 878]",27.589
695,"[18, 35]",27.588
832502,"[16, 14, 12, 10751, 35]",27.587
799876,"[80, 18, 53, 9648]",27.582
9472,[35],27.577
184314,[18],27.571
497582,"[12, 9648, 80]",27.57
4552,"[18, 27, 9648]",27.565
109428,[27],27.561
317744,"[18, 53]",27.556
13688,"[35, 18, 10751, 14, 878]",27.554
60308,[18],27.548
10066,"[9648, 27, 53]",27.547
18162,"[12, 35, 878]",27.546
483906,"[28, 80, 18]",27.535
801688,"[18, 28, 14, 878]",43.998
251,"[14, 18, 53, 9648, 10749]",43.98
424783,"[28, 12, 878]",43.979
23168,"[80, 18, 53]",43.963
299537,"[28, 12, 878]",43.942
50014,[18],43.933
601,"[878, 12, 10751, 14]",43.916
9769,"[18, 10749]",43.912
50546,"[35, 10749]",43.911
51876,"[53, 9648, 878]",43.873
1883,"[18, 36]",43.869
397243,"[27, 9648]",43.86
9919,"[35, 10749]",43.855
665,"[36, 18, 12, 28]",43.855
43949,"[10749, 18]",43.838
1073125,"[10749, 35, 18]",43.829
726684,"[16, 14, 28, 10770]",43.813
10588,"[35, 12, 10751, 14]",43.728
320288,"[878, 28, 12]",43.694
137106,"[16, 10751, 12, 35, 14]",43.684
10764,"[12, 28, 53, 80]",36.662
9373,[27],36.659
1248795,"[10749, 28, 18]",36.62
15906,"[16, 10751, 10749]",36.596
637693,"[16, 12, 10751]",36.568
258509,"[10751, 12, 35, 10402, 16]",36.553
123338,"[35, 10749, 18]",36.542
893345,"[12, 10751, 14]",36.538
566810,"[14, 12, 878, 28]",36.533
33,[37],36.526
94365,[27],36.504
510,[18],36.492
967,"[36, 10752, 18, 12]",36.468
47933,"[28, 12, 878]",36.466
65754,"[53, 80, 9648]",36.454
62213,"[35, 14]",36.453
334074,"[28, 80, 9648, 53]",36.452
2503,"[28, 18, 9648, 53]",36.436
399402,"[28, 12, 53]",36.426
930564,"[18, 35, 53]",36.418
410119,"[18, 14, 10749]",20.211
1152738,"[10770, 10749, 35, 18]",20.21
20677,"[16, 80, 53]",20.209
195590,"[53, 28]",20.208
241,"[80, 53, 18]",20.208
409502,[18],20.207
1180702,"[35, 80, 28]",20.204
500682,"[80, 18, 53]",20.201
10257,"[28, 12, 35, 14]",20.201
1362480,[99],20.197
406994,"[35, 27, 53]",20.196
860,"[53, 878, 18]",20.193
913,"[18, 80, 10749]",20.191
301337,"[18, 878]",20.19
10610,"[53, 14, 28, 35]",20.189
36834,"[18, 10749]",20.184
212161,"[28, 16]",20.182
10724,"[878, 28, 12, 53]",20.178
2757,"[35, 80, 18]",20.177
582014,"[53, 80, 18]",20.175
592350,"[16, 28, 14, 12]",38.518
136418,"[28, 53]",38.512
395834,"[80, 9648, 53, 37]",38.465
449985,"[53, 28]",38.462
998846,"[10402, 36, 18]",38.437
13811,"[28, 9648, 878, 53]",38.427
1146972,"[16, 878, 28, 18]",38.426
568620,"[28, 12]",38.425
353326,"[18, 36]",38.424
861,"[28, 12, 878]",38.411
153,"[18, 10749]",38.383
585245,"[10751, 12, 35, 14, 16]",38.281
872906,"[28, 80, 53]",38.266
1025169,[99],38.258
2668,"[18, 14, 53, 9648, 27]",38.254
503919,"[18, 14, 53]",38.248
1032472,"[10749, 18]",38.246
15212,"[27, 878, 53]",38.232
6114,"[10749, 27]",38.225
132232,[27],38.22
11821,"[35, 10749]",15.405
11647,"[28, 53, 80]",15.405
628707,"[53, 27]",15.403
19133,"[28, 35]",15.403
241843,"[35, 27]",15.401
19972,"[12, 36, 10752]",15.401
58767,"[10752, 28, 53, 18]",15.4
36095,"[80, 53, 27, 9648]",15.399
398,"[80, 18]",15.399
1363761,[],15.398
1276703,"[18, 10749]",15.398
887,"[18, 10749, 10752]",15.398
1142740,"[80, 53, 28, 10770]",15.396
64720,"[53, 18, 27]",15.395
10176,"[18, 878, 53]",15.394
1072589,"[28, 878, 53, 10749]",15.392
65364,"[18, 53]",15.392
772515,"[27, 9648, 18]",15.391
144336,"[28, 18, 53, 80]",15.391
584962,[35],15.39
923,[27],33.527
333484,"[12, 28, 37]",39.53
7485,"[18, 28, 53]",57.777
545609,"[28, 53]",53.462
9021,"[14, 35, 10751]",48.011
346,"[28, 18]",61.76
13767,"[35, 10751, 12]",48.009
811941,"[28, 18]",53.787
36586,"[14, 27, 28, 53]",74.719
268896,"[28, 14, 878, 12]",44.011
13186,"[27, 53]",60.004
600,"[18, 10752]",53.751
15167,"[16, 10751]",47.002
1093995,"[28, 53]",74.456
205587,[18],53.153
278924,"[28, 80, 53]",74.407
1115623,[28],63.801
604,"[12, 28, 53, 878]",52.709
1371146,"[99, 10402]",53.043
277217,"[10751, 12, 14, 10770]",74.241
396,[18],34.644
167032,"[27, 53]",34.642
1385485,"[35, 10751]",34.628
415842,"[28, 12, 53]",34.621
334543,[18],34.62
11077,"[35, 10751]",34.619
14438,"[18, 10749]",34.618
39105,"[28, 16, 878]",34.607
15016,"[16, 10751]",34.607
792,"[18, 10752, 28]",34.607
60304,"[14, 27, 28]",34.595
9078,"[16, 10751, 14]",34.589
672322,"[28, 12, 18, 10749]",34.587
392044,"[9648, 18, 80]",34.585
784651,"[28, 18]",34.584
22164,"[28, 80, 53]",34.58
8358,"[12, 18]",34.58
243352,[18],34.562
287948,"[28, 53, 80]",34.56
1633,"[18, 35]",34.551
430231,"[878, 27, 53]",15.085
17708,"[28, 35, 80]",15.085
140870,"[16, 12, 10751]",15.084
18731,"[28, 35, 36]",15.083
506680,[18],15.082
9051,"[35, 10749]",15.081
998022,[18],15.08
973912,[35],15.08
376438,[18],15.08
24556,"[16, 10751, 14, 12]",15.08
14534,"[18, 36]",15.08
523607,"[18, 10749, 10402]",15.079
36129,"[16, 12, 9648]",15.079
45928,"[80, 53]",15.077
18681,"[9648, 53]",15.077
10429,[53],15.077
23759,"[12, 28, 18]",15.076
9886,"[878, 28, 12]",15.076
74387,"[35, 18]",15.075
42941,"[27, 53]",15.075
499191,[18],35.069
1302011,[18],35.046
7220,"[28, 80, 18]",35.04
395992,"[27, 878, 9648, 53]",35.036
383634,[18],35.023
290271,"[16, 28, 12, 35, 14]",35.015
3512,"[28, 53]",35.014
474412,"[18, 10749]",34.993
985932,"[53, 80, 18]",34.977
11521,"[18, 10751]",34.971
11497,"[18, 16, 10751, 35, 14]",34.969
615665,"[35, 10749]",34.968
9543,"[12, 14, 28]",34.965
568160,"[16, 18, 14, 10749]",34.961
2059,"[12, 28, 53, 9648]",34.957
14869,"[12, 28, 53, 878]",34.949
75174,"[18, 53, 28, 12]",34.94
658,"[12, 28, 53]",34.936
8292,"[28, 80]",34.904
265712,"[16, 10751, 878, 14, 12]",34.89
1272890,"[27, 53]",18.559
13335,"[35, 12]",18.559
412656,"[14, 878, 12]",18.558
256961,"[28, 35, 10751]",18.557
16455,"[16, 10751, 35]",18.556
11577,[37],18.556
355008,[35],18.555
80585,"[35, 18, 10749]",18.552
860278,[99],18.549
550231,"[18, 10749]",18.549
651571,"[878, 28, 27]",18.545
8840,"[14, 28, 12, 18]",18.541
11846,"[35, 10749]",18.539
10053,"[27, 9648]",18.536
532,"[10751, 16, 35]",18.536
10616,"[28, 35, 53]",18.535
21481,"[35, 18, 10751, 14, 10770]",18.534
11829,"[35, 37]",18.534
11657,"[80, 53]",18.534
9008,"[18, 53]",18.53
172226,"[18, 53, 80, 10749]",16.283
12584,[37],16.283
9980,"[27, 28, 878]",16.283
1267729,"[16, 10751]",16.282
43266,[18],16.282
500840,"[18, 14, 9648, 53]",16.279
16268,"[28, 878, 12]",16.276
16437,"[28, 12, 878]",16.275
18011,"[27, 35]",16.274
10158,"[35, 18]",16.274
1380777,[18],16.272
1989,"[18, 10749]",16.272
55215,"[16, 27, 878]",16.269
20347,"[35, 18]",16.268
10516,"[35, 878]",16.263
31439,"[18, 10749, 10752]",16.26
348674,"[18, 10752]",16.258
18480,[35],16.257
1074262,"[80, 18]",16.255
16804,[18],16.255
633604,"[27, 35]",38.217
1217345,"[14, 10749, 35]",38.21
1369240,[99],38.203
10437,"[10402, 35, 10751, 14, 18]",38.203
1374,[18],38.19
16337,"[27, 35]",38.188
550353,[18],38.18
560057,"[16, 12, 28, 10751, 14]",38.169
1358947,"[16, 35]",38.153
448119,"[10751, 35, 14, 12]",38.151
36670,"[12, 28, 53]",38.14
669444,[],38.125
45139,"[18, 14]",38.109
526896,"[28, 878, 14]",38.087
11011,"[35, 10751]",38.072
638974,"[9648, 35, 80]",38.064
24752,"[28, 16, 878]",38.064
7518,"[10751, 35, 16]",38.053
605722,"[878, 35, 28]",38.048
163,"[53, 80]",38.023
2108,"[35, 18]",29.138
850,"[35, 10751]",29.124
926,"[35, 878, 12]",29.121
6404,"[18, 27]",29.106
295830,"[27, 28, 878]",29.105
2832,"[9648, 53]",29.101
537971,"[18, 99]",29.093
6978,"[28, 35, 14]",29.09
261023,"[18, 80, 36]",29.088
8373,"[878, 28, 12]",29.087
1091298,"[27, 878, 28]",29.066
433498,[18],29.063
287590,"[28, 16, 14]",29.057
100464,"[18, 27, 53]",29.054
888,"[14, 35, 10751]",29.054
1118028,"[18, 36, 53]",29.053
646380,"[35, 878, 18]",29.04
13161,"[35, 80]",29.038
814338,"[18, 10749]",29.036
63197,"[18, 27, 53]",29.031
1020414,"[27, 12, 14]",18.041
925786,"[18, 27, 9648]",18.041
1163045,"[28, 18]",18.04
1492,"[28, 12, 18, 36]",18.04
10254,"[80, 28, 53]",18.037
76487,"[27, 53]",18.035
9957,[35],18.034
13490,"[35, 18, 10751]",18.031
11385,"[12, 35]",18.031
531,"[16, 35, 10751]",18.031
9035,"[27, 878, 35]",18.027
480042,"[28, 53]",18.025
21724,"[10402, 35, 28]",18.024
8859,"[35, 10749]",18.024
35614,"[14, 16, 878, 10751]",18.02
11443,"[28, 80]",18.019
11002,"[12, 18, 28, 10749]",18.018
89636,"[28, 16, 12]",18.016
77951,"[16, 10751, 12]",18.016
23172,"[28, 35, 10751]",18.015
1281933,"[35, 18]",26.994
9335,"[28, 53, 80]",26.987
1094009,[35],26.986
11708,"[10751, 10402, 12, 14, 35]",26.983
514439,[18],26.975
36568,"[35, 10751]",26.97
185526,"[28, 878, 16]",26.965
336000,[18],26.958
13398,"[16, 18, 35]",26.953
83201,"[12, 16, 35, 10751]",26.946
9730,"[27, 53]",26.929
1260594,"[27, 53]",26.922
347754,"[27, 53]",26.914
13027,"[9648, 53, 28]",26.911
1365141,[10402],26.906
46261,"[14, 27, 53]",26.902
9645,"[27, 9648, 53]",26.899
508642,"[27, 9648]",26.896
396371,"[18, 80]",26.894
18993,"[12, 878]",26.891
19286,"[35, 27]",26.404
455,"[35, 18, 10749]",26.4
649609,"[35, 27]",26.394
63319,[18],26.391
9326,"[10749, 35, 28, 12]",26.391
242828,"[16, 18, 10751, 9648]",26.386
228794,"[18, 10749]",26.386
980078,"[27, 53]",26.384
68817,"[18, 10402, 10749]",26.373
1082010,[18],26.371
600354,[18],26.36
16716,"[18, 14]",26.36
16931,"[28, 12, 53]",26.359
656156,"[28, 53, 18]",26.353
446159,"[9648, 37, 53]",26.35
27945,[37],26.347
62395,[18],26.34
387,"[18, 36, 10752]",26.33
1070535,"[9648, 27, 53]",26.328
24922,"[80, 35, 27]",26.327
968739,"[18, 10749]",22.357
133121,"[16, 27, 28]",22.357
462181,"[35, 18, 10749]",22.351
204,"[18, 53, 12]",22.351
11901,"[37, 18, 9648]",22.349
696506,"[878, 14, 35]",22.337
416148,[99],22.337
3635,"[18, 10749]",22.337
666243,"[16, 28, 14]",22.331
115084,"[27, 878, 35]",22.331
8321,"[35, 18, 80]",22.331
9482,[878],22.33
842942,"[80, 18, 53]",22.328
454286,[18],22.327
521034,"[10751, 14, 18]",22.326
49017,"[27, 28, 14]",22.325
12508,"[10402, 18, 35]",22.325
173443,"[16, 18, 36, 10749, 878, 14]",22.32
699,"[12, 28, 53]",22.312
1143319,"[35, 10749]",22.308
39101,"[28, 16, 878]",40.591
1088096,"[35, 18]",40.566
18861,"[12, 16, 28]",40.564
1911,"[12, 36, 28]",40.547
1391,"[18, 10749]",40.545
11212,"[35, 12, 10751, 80, 18]",40.513
37707,"[27, 878]",40.504
76726,"[878, 18, 53]",40.496
20504,"[28, 53, 878]",40.494
1825,"[28, 18]",40.481
530915,"[10752, 36, 53, 18]",40.478
9928,"[16, 35, 10751, 878]",40.463
1151506,[35],40.414
976906,"[10752, 28, 36]",40.408
11422,"[28, 18, 36, 10752]",40.399
1278099,[35],40.358
522931,"[28, 35, 80, 53]",40.349
406990,"[878, 53, 18, 9648, 28]",40.349
1210881,"[35, 18, 10751]",40.325
3563,"[35, 10749]",40.319
428493,"[10749, 18]",15.546
18415,"[18, 35]",15.546
11026,"[27, 9648, 53]",15.545
14854,"[28, 80]",15.544
918930,"[16, 14, 18]",15.543
8831,"[53, 878, 28, 80]",15.541
2749,"[28, 80, 53]",15.54
17332,"[18, 10402]",15.539
658228,[10749],15.536
437375,"[53, 9648]",15.535
201749,"[18, 35]",15.535
826749,"[28, 53, 80]",15.534
573730,"[16, 12, 14, 9648, 18, 878]",15.533
369192,"[18, 35, 36]",15.532
8838,"[28, 80, 18, 53]",15.532
15271,[35],15.53
1171099,"[18, 36]",15.529
987917,[35],15.527
890656,"[28, 14]",15.527
780609,"[27, 53, 14]",15.523
995133,"[16, 10751, 12, 14]",35.444
448776,"[18, 28, 80]",35.434
1700,"[18, 53]",35.428
10780,"[35, 10749]",35.4
1326963,"[53, 10749, 18]",35.381
9358,"[27, 9648]",35.35
1388431,"[18, 10749]",35.344
1000837,"[18, 36]",35.338
479455,"[35, 878, 28]",35.335
1279104,"[14, 10751]",35.33
36073,[27],35.312
924482,"[53, 12]",35.292
1271883,"[27, 18]",35.278
10202,"[14, 35, 10751, 10749]",35.271
438650,"[28, 80, 53, 35]",35.258
351819,"[10749, 35]",35.248
338762,"[28, 878, 12]",35.217
770,"[18, 10752, 10749]",35.215
869,"[53, 878, 28, 12]",35.21
881,[18],35.207
728949,"[35, 14]",39.126
744857,"[27, 53]",39.106
1878,"[12, 18, 35]",39.104
338958,"[35, 10751, 14]",39.096
524047,"[28, 53, 18]",39.095
74,"[12, 53, 878]",39.083
180299,"[28, 80, 53]",39.056
43947,"[53, 80, 27]",39.024
338967,"[35, 27]",39.016
408866,"[28, 80]",38.978
1018634,"[53, 28]",38.97
1148172,"[53, 9648, 18, 80]",38.958
4478,"[10749, 18]",38.947
376867,[18],38.916
57165,"[14, 12, 28]",38.876
850888,"[28, 53]",38.852
68735,"[28, 12, 14]",38.836
287424,"[27, 18]",38.829
70160,"[878, 12, 14]",38.811
843380,"[37, 53, 28]",38.81
11467,"[35, 10749]",16.912
1053110,"[10749, 35]",16.91
774741,"[16, 35, 10751]",16.91
11867,"[878, 28, 12]",16.908
1389540,"[18, 27]",16.906
12187,"[14, 35, 10749]",16.905
932430,"[10749, 35]",16.904
534179,[10749],16.9
171,"[35, 10749, 18]",16.9
13051,"[80, 28, 18, 53]",16.899
843843,"[53, 18, 12]",16.898
1152511,[18],16.896
862965,"[80, 18, 53]",16.892
34065,"[10751, 12, 16, 14]",16.892
60309,"[80, 18, 36]",16.89
16440,"[16, 27, 28]",16.888
20223,[35],16.887
32847,"[10749, 18]",16.886
19929,[99],16.886
2137,"[14, 28, 12]",16.884
245842,"[14, 12, 10751]",16.394
13691,"[16, 10751]",16.393
23383,[18],16.389
11066,"[35, 10749]",16.389
28808,"[12, 16, 80, 18, 9648]",16.387
55165,"[35, 18]",16.386
11593,"[18, 35]",16.385
499028,"[10749, 18, 14]",16.384
1083658,[18],16.383
9671,"[12, 35]",16.383
16729,"[18, 10749]",16.382
9504,"[80, 18, 9648]",16.382
20235,"[16, 10751]",16.378
654,"[80, 18, 10749]",16.377
22949,"[35, 10751]",16.376
472451,[18],16.373
361777,"[36, 53]",16.373
270487,"[35, 80, 9648]",16.373
18476,"[80, 18, 27, 9648, 53]",16.37
1049,"[18, 53, 9648, 10749]",16.369
800345,"[28, 53, 80]",37.4
34584,"[12, 14, 10751, 18]",37.385
812037,[18],37.355
134374,"[28, 80, 35]",37.345
1227624,"[35, 80, 53]",37.33
449562,"[35, 80]",37.306
16664,"[18, 80]",37.292
8277,[35],37.278
458423,"[35, 10749]",37.261
34016,"[10749, 35]",37.246
549514,"[18, 53]",37.243
1300962,"[27, 18, 53]",37.239
49494,"[12, 18]",37.236
9334,"[28, 12, 14, 18]",37.234
784941,"[18, 10749]",37.219
70519,[35],37.194
34806,"[35, 10749]",37.184
795514,[18],37.176
419116,"[18, 10749]",37.174
329,"[12, 878]",37.167
456740,"[14, 27, 28, 12]",54.797
55580,[35],54.785
316029,[18],54.746
6844,"[18, 36]",54.691
933131,"[878, 28]",54.668
124905,"[28, 18, 878]",54.612
10545,"[18, 16, 10751]",54.61
1164355,"[27, 53]",54.594
678512,"[28, 18]",54.525
107257,"[18, 10749]",54.518
1735,"[12, 28, 14]",54.511
935271,"[878, 28]",54.505
329505,"[18, 35]",54.484
1223178,"[16, 18, 35, 14]",54.47
1255017,[35],54.456
1209288,"[16, 878, 28]",54.453
385128,"[28, 12, 80]",54.451
1309923,"[28, 53, 35, 18]",54.443
1573,"[28, 53]",54.348
325358,"[35, 28]",54.346
37136,"[35, 80]",39.386
707,"[12, 28, 53]",39.386
241554,"[28, 80, 53]",39.369
454,"[18, 10749]",39.348
1262596,[18],39.346
372049,[10749],39.345
222935,"[10749, 18]",39.341
915935,"[53, 9648, 80]",39.332
291870,[35],39.329
462,[18],39.318
1646,"[80, 18]",39.309
289,"[18, 10749]",39.299
236751,[18],39.294
78383,"[27, 53]",39.287
618588,"[12, 18]",39.262
709,"[12, 28, 53]",39.209
10225,"[27, 53]",39.181
631843,"[53, 9648, 27]",39.16
4553,"[53, 18]",39.154
20453,"[18, 35]",39.135
2405,"[12, 18, 10770]",29.015
158011,"[80, 53]",29.009
260786,"[14, 16, 18]",29.003
18736,"[10751, 35]",29.003
802219,"[10402, 36, 18]",29.002
7978,"[27, 53]",29.001
9948,"[12, 16, 35, 10751]",28.998
143477,"[18, 27]",28.982
1191610,"[18, 10749, 35]",28.974
7191,"[28, 53, 878]",28.962
18405,"[80, 53, 27, 18]",28.956
388,"[80, 18, 53]",28.951
809140,[18],28.948
266856,"[18, 10749]",28.948
37821,"[28, 35, 53, 10749]",28.921
766680,[35],28.913
9395,"[28, 53, 18]",28.908
531306,"[878, 12, 28, 35]",28.907
1030598,"[18, 53]",28.901
993234,[18],28.875
644583,"[18, 53]",15.246
31943,"[12, 18, 28, 53]",15.245
24696,"[16, 35, 10751]",15.245
1071815,"[878, 80, 53]",15.243
55107,"[18, 10749]",15.243
46096,"[18, 10752, 10749]",15.243
14208,"[14, 28, 12]",15.242
14059,"[10751, 12]",15.236
2332,"[28, 35]",15.236
648,"[18, 14, 10749]",15.235
128868,"[16, 35]",15.234
14072,"[35, 18, 10749]",15.234
270007,[53],15.233
117352,"[16, 35, 10751]",15.233
724475,"[16, 28, 12, 878]",15.232
366568,"[35, 80]",15.232
343843,"[10752, 36]",15.232
14429,"[10749, 35, 18]",15.231
292047,[18],15.23
186971,"[18, 36]",15.23
295151,"[10749, 35]",16.783
805411,"[16, 10751, 35, 18]",16.782
378018,"[9648, 27, 878]",16.778
36576,"[35, 80, 9648]",16.775
22536,"[18, 27, 53]",16.775
3989,"[12, 28, 35]",16.772
15648,"[35, 18, 10751, 10749]",16.771
27318,"[14, 27, 35]",16.77
121875,"[35, 18, 9648, 53]",16.769
1019202,"[18, 10749]",16.768
861451,"[28, 18, 53]",16.764
726739,"[10751, 35, 28]",16.763
27297,"[27, 53]",16.763
36797,"[35, 10751, 878]",16.762
11832,[18],16.762
723419,"[18, 27, 9648]",16.76
42188,"[18, 10749, 878]",16.76
44629,"[80, 18]",16.758
26428,"[12, 18, 36]",16.758
18671,"[80, 10749, 53]",16.756
4488,[27],44.246
1368,"[28, 12, 53, 10752]",44.224
1152774,"[18, 53]",44.217
296,"[28, 53, 878]",44.196
153158,"[16, 12, 10749]",44.171
942576,"[53, 28, 18]",44.17
614479,"[27, 53]",44.158
9741,"[53, 18, 9648]",44.148
1894,"[12, 28, 878]",44.14
661374,"[35, 80, 9648]",44.135
512195,"[28, 35, 80]",44.134
9969,"[35, 10751]",44.131
615457,"[28, 53]",44.127
781732,"[28, 80, 18]",44.114
1115396,"[28, 53, 10770]",44.071
9509,"[28, 18, 53]",44.063
250546,[27],44.041
46738,"[18, 10752, 9648]",44.027
1388874,[18],44.024
1105407,"[28, 18, 53, 80]",44.022
1637,"[28, 53]",50.435
20982,"[16, 28, 14]",50.414
10530,"[12, 16, 10751, 10749]",50.41
14411,"[10751, 16, 12, 35, 14, 28]",50.386
927,"[14, 27, 35]",50.379
427641,"[28, 12, 878]",50.332
425909,"[14, 35, 12, 878]",50.296
10140,"[12, 10751, 14]",50.289
2270,"[12, 14, 10749, 10751]",50.257
481871,[18],50.243
27582,"[28, 53, 80]",50.183
500006,"[36, 18]",50.128
274855,"[28, 878, 53]",50.122
1294203,"[10749, 18]",50.116
1061990,[28],50.039
102899,"[878, 28, 12]",49.992
15512,"[16, 10751, 12, 878]",49.992
45612,"[53, 878, 9648]",49.979
204082,"[28, 53]",49.954
77,"[9648, 53]",49.949
303,"[53, 10749, 9648]",16.567
46094,"[10751, 35]",16.565
805320,"[53, 878, 27]",16.56
8408,"[27, 18, 9648]",16.56
11132,[35],16.559
26388,"[18, 53, 9648]",16.557
20043,"[16, 878]",16.557
118379,"[35, 18]",16.556
287,"[35, 10749]",16.556
50724,"[10749, 18]",16.555
43209,"[28, 12, 36]",16.555
